Customer_ID,Age,Gender,City,Monthly_Income,Balance,Credit_Score,Account_Type,Loan_Amount,Loan_Status,Transaction_Count,Transaction_Value,Customer_Since,Quality_Score,Churn_Risk,Fraud_Flag
101386,55,Male,Bangalore,91697,451968,830,Savings,1533665,Closed,52,33753,2016-04-17,10,Low,No
101387,41,Male,Bangalore,100598,627272,845,Savings,509788,"No Loan",49,148910,2023-03-14,10,Low,No
101388,36,Female,Bangalore,149865,739113,821,Current,2761071,"No Loan",40,132551,2023-07-26,10,Low,No
101389,63,Male,Vizag,103959,628166,678,Savings,2272772,Active,53,27460,2020-07-17,10,Medium,No
101390,57,Male,Bangalore,116519,707987,756,Savings,2083710,Active,77,113964,2019-05-30,10,Low,No
101391,58,Male,Bangalore,166718,1177087,672,Current,3598214,"No Loan",64,213984,2019-01-28,10,Medium,No
101392,46,Male,Hyderabad,107585,809214,839,Savings,1396363,"No Loan",42,43094,2015-09-15,10,Low,No
101393,28,Female,Hyderabad,163878,556020,792,Savings,1752365,Active,54,162306,2023-06-20,10,Low,No
101394,32,Female,Hyderabad,111234,454433,655,Savings,1630284,Active,43,63270,2016-04-05,10,Medium,No
101395,56,Female,Mumbai,97402,552133,713,Savings,2263739,Closed,55,44076,2021-05-13,10,Medium,No
101396,58,Female,Hyderabad,80426,177740,606,Savings,1158665,Closed,27,114263,2019-07-21,9.94,Medium,No
101397,58,Female,Bangalore,101788,783362,704,Savings,1661597,Active,66,90666,2023-05-13,10,Medium,No
101398,35,Male,Hyderabad,176142,1070472,677,Savings,3588352,Active,100,387768,2022-08-09,10,Medium,No
101399,48,Female,Mumbai,115535,810902,659,Savings,753781,Closed,41,183275,2017-08-23,10,Medium,No
101400,45,Female,Vizag,86097,218314,768,Savings,1674844,"No Loan",36,30518,2022-11-18,10,Low,No
101401,25,Male,Mumbai,199500,627239,711,Savings,2553752,"No Loan",24,18270,2019-06-19,10,Medium,No
101402,34,Male,Mumbai,47213,345424,795,Savings,454578,Closed,47,45732,2023-07-24,10,Low,No
101403,42,Male,Chennai,136378,837864,824,Savings,1946991,Closed,88,188119,2022-12-07,10,Low,No
101404,63,Male,Chennai,120932,820571,568,Current,2985607,"No Loan",87,222160,2019-10-05,10,High,No
101405,19,Female,Vizag,69955,369355,619,Current,1184096,Closed,18,69286,2022-10-21,10,Medium,No
101406,18,Male,Vizag,39477,136681,685,Savings,585158,Active,9,18629,2016-07-08,8.02,Medium,No
101407,46,Male,Vizag,96982,658431,837,Savings,910497,"No Loan",35,54237,2017-02-10,10,Low,No
101408,20,Male,Vizag,60397,285015,610,Savings,1383452,Closed,42,39902,2020-10-31,10,Medium,No
101409,26,Female,Chennai,139786,491146,810,Current,1275929,Closed,27,38758,2017-04-03,10,Low,No
101410,53,Male,Hyderabad,178865,1012643,818,Current,1303191,Active,95,366801,2019-03-18,10,Low,No
101411,47,Male,Vizag,74249,186162,763,Savings,683169,"No Loan",29,86618,2023-02-12,10,Low,No
101412,67,Female,Bangalore,157296,822452,748,Savings,3932163,Closed,83,342355,2021-12-23,10,Medium,No
101413,52,Male,Bangalore,162636,919280,741,Current,2434242,Active,44,118410,2023-05-19,10,Medium,No
101414,31,Male,Hyderabad,100883,585180,650,Savings,2022741,Closed,65,116874,2019-01-08,10,Medium,No
101415,66,Male,Mumbai,183064,1267490,753,Savings,2384838,Active,100,139656,2018-06-15,10,Low,No
101416,26,Male,Vizag,88480,376767,652,Savings,1499282,"No Loan",45,127197,2020-10-28,10,Medium,No
101417,19,Male,Mumbai,176762,1345871,636,Savings,1582966,"No Loan",100,187299,2023-10-30,10,Medium,No
101418,63,Female,Vizag,88759,614227,708,Savings,732173,"No Loan",53,64749,2024-12-03,10,Medium,No
101419,52,Female,Hyderabad,60497,313542,660,Savings,1012420,Closed,26,14396,2021-05-13,10,Medium,No
101420,68,Female,Hyderabad,94766,450378,701,Current,1267220,Active,42,35761,2016-08-07,10,Medium,No
101421,64,Male,Chennai,49575,252015,566,Savings,999245,Active,29,23753,2016-02-13,10,High,No
101422,63,Male,Vizag,73318,357495,788,Savings,437590,Closed,25,55627,2020-04-13,10,Low,No
101423,67,Male,Mumbai,116607,470848,611,Savings,1002229,Closed,50,162724,2022-01-30,10,Medium,No
101424,38,Male,Hyderabad,122345,407263,793,Savings,2632505,Active,48,204771,2020-07-01,10,Low,No
101425,53,Male,Hyderabad,58239,359152,819,Savings,933909,Active,19,63534,2019-07-04,10,Low,No
101426,22,Male,Bangalore,113269,478756,596,Savings,2192693,"No Loan",23,35601,2015-05-30,10,High,No
101427,31,Female,Mumbai,62991,383983,676,Savings,1128715,Closed,26,52961,2015-03-22,10,Medium,No
101428,40,Female,Mumbai,40184,128545,745,Savings,378292,Closed,27,43238,2023-10-25,8.44,Medium,No
101429,46,Male,Bangalore,50133,153847,680,Savings,362935,Active,31,48238,2024-10-12,9.35,Medium,No
101430,35,Male,Mumbai,130947,968441,840,Current,2521931,"No Loan",40,32334,2021-10-01,10,Low,No
101431,41,Female,Vizag,83236,572897,813,Savings,1682445,Active,58,159016,2024-09-10,10,Low,No
101432,57,Male,Chennai,126342,966333,697,Current,1180449,Closed,59,108722,2020-04-06,10,Medium,No
101433,60,Female,Bangalore,66809,356641,743,Savings,545089,"No Loan",23,99568,2016-06-19,10,Medium,No
101434,30,Female,Bangalore,81417,354454,689,Savings,824807,Closed,35,163239,2019-06-30,10,Medium,No
101435,49,Female,Vizag,76005,168011,676,Savings,1642140,Active,23,48076,2017-03-23,9.66,Medium,No
101436,46,Female,Hyderabad,112790,438137,806,Savings,1350301,Closed,24,29653,2023-07-06,10,Low,No
101437,56,Male,Mumbai,44334,245071,637,Savings,600838,Active,25,28016,2017-03-04,10,Medium,No
101438,35,Female,Mumbai,111123,352810,698,Savings,1946362,Active,42,108275,2020-03-23,10,Medium,No
101439,69,Female,Hyderabad,56469,224261,572,Savings,932585,"No Loan",37,173034,2015-12-22,10,High,No
101440,41,Female,Mumbai,224348,1632340,659,Savings,1309576,"No Loan",76,206842,2017-05-07,10,Medium,No
101441,20,Male,Bangalore,158336,1241519,684,Savings,1590385,"No Loan",63,198577,2016-07-19,10,Medium,No
101442,49,Female,Mumbai,191409,410951,759,Current,1150050,Active,24,34039,2018-07-06,10,Low,No
101443,35,Female,Chennai,105224,561164,691,Current,926346,Active,57,96403,2017-01-21,10,Medium,No
101444,39,Female,Mumbai,237273,1803677,672,Savings,5549935,Active,55,179724,2016-10-18,10,Medium,No
101445,55,Male,Vizag,22736,175969,809,Savings,264371,"No Loan",23,66560,2019-11-30,10,Low,No
101446,26,Male,Mumbai,156189,1199655,672,Savings,2569841,"No Loan",100,51980,2017-04-02,10,Medium,No
101447,21,Male,Chennai,53652,421017,565,Savings,355266,"No Loan",47,152158,2023-08-27,10,High,No
101448,63,Male,Mumbai,86652,606137,626,Savings,2111359,Closed,32,79525,2019-10-19,10,Medium,No
101449,20,Female,Mumbai,142181,423814,651,Savings,2018465,Active,40,155056,2018-08-21,10,Medium,No
101450,51,Female,Vizag,105222,279636,845,Current,2342635,Active,40,47307,2022-05-31,10,Low,No
101451,53,Female,Chennai,108033,707093,774,Current,917320,"No Loan",70,153467,2022-07-22,10,Low,No
101452,59,Female,Bangalore,172156,922083,647,Current,1560730,Active,44,135235,2016-05-12,10,Medium,No
101453,65,Female,Vizag,77956,238264,587,Savings,1036269,"No Loan",17,19517,2020-09-11,10,High,No
101455,36,Male,Bangalore,107258,312509,752,Savings,1920923,Active,19,76064,2019-03-15,10,Low,No
101456,47,Female,Chennai,57785,131674,685,Savings,936681,Active,22,57485,2021-06-23,8.21,Medium,No
101457,69,Male,Bangalore,120982,471777,606,Current,2249180,Active,39,112188,2021-05-12,10,Medium,No
101458,58,Female,Chennai,150921,701511,728,Current,1631695,"No Loan",32,114757,2018-03-28,10,Medium,No
101459,56,Female,Vizag,56365,438820,698,Savings,1289752,"No Loan",24,96811,2022-09-25,10,Medium,No
101460,49,Male,Vizag,27784,81670,686,Savings,304242,Closed,15,12035,2019-06-11,6,Medium,No
101461,59,Female,Mumbai,221315,1241581,692,Current,1164633,"No Loan",62,147743,2016-12-30,10,Medium,No
101462,25,Female,Hyderabad,114244,411633,662,Savings,2849977,Active,36,109338,2019-05-28,10,Medium,No
101463,29,Female,Bangalore,199353,936554,850,Savings,3732046,Active,54,229500,2024-12-04,10,Low,No
101464,60,Male,Hyderabad,100490,579588,664,Current,2059774,Closed,34,106312,2017-02-06,10,Medium,No
101465,24,Female,Hyderabad,46760,143039,541,Savings,504492,Closed,24,22962,2019-01-19,8.24,High,No
101466,60,Female,Hyderabad,142446,800010,587,Savings,3505858,"No Loan",56,109871,2020-08-09,10,High,No
101467,41,Female,Bangalore,84493,241879,652,Current,1812585,Active,24,42268,2020-10-18,10,Medium,No
101468,26,Female,Hyderabad,35017,204279,764,Savings,525969,Closed,16,47065,2015-08-02,10,Low,No
101469,39,Female,Hyderabad,149346,917438,805,Savings,1911314,Closed,60,217130,2020-04-10,10,Low,No
101470,42,Male,Hyderabad,143174,962240,666,Current,2443389,Closed,73,57426,2022-06-17,10,Medium,No
101471,43,Female,Bangalore,191863,1036235,712,Current,3990166,Active,73,94498,2021-08-09,10,Medium,No
101472,47,Female,Vizag,40948,252862,817,Savings,734422,"No Loan",20,11556,2024-10-15,10,Low,No
101473,51,Female,Chennai,107627,364487,781,Current,1046666,"No Loan",38,90047,2018-10-25,10,Low,No
101475,36,Male,Mumbai,195092,767081,770,Savings,1921328,Closed,89,428493,2015-11-25,10,Low,No
101476,25,Female,Bangalore,172933,550875,759,Savings,3298709,Active,45,210050,2016-01-24,10,Low,No
101477,58,Male,Vizag,52687,386510,677,Savings,667546,Active,46,177623,2019-05-17,10,Medium,No
101478,35,Male,Bangalore,136172,285446,776,Savings,1818066,Closed,38,93210,2015-12-16,10,Low,No
101479,61,Female,Hyderabad,173686,628376,651,Savings,2123216,Active,49,28211,2023-10-07,10,Medium,No
101480,50,Male,Bangalore,97907,197838,828,Savings,1298858,Closed,13,15548,2017-08-06,10,Low,No
101481,58,Male,Hyderabad,92104,436666,733,Savings,2068949,Active,37,75968,2019-02-07,10,Medium,No
101482,23,Male,Hyderabad,103396,501587,623,Savings,1514700,Closed,31,148160,2019-06-10,10,Medium,No
101483,63,Female,Hyderabad,97827,462039,708,Savings,1524386,Active,40,47301,2019-08-06,10,Medium,No
101484,30,Female,Chennai,137276,739031,650,Savings,3311842,"No Loan",70,334153,2020-02-24,10,Medium,No
101485,66,Female,Chennai,169294,1245025,646,Savings,2873675,Closed,67,249208,2017-02-15,10,Medium,No
101486,62,Female,Mumbai,202284,1207013,652,Current,4755060,Active,40,109983,2019-06-14,10,Medium,No
101487,42,Male,Hyderabad,140990,981307,789,Current,1680894,"No Loan",78,215258,2023-08-07,10,Low,No
101488,32,Male,Vizag,115585,677535,679,Savings,2135699,Active,40,145524,2024-09-03,10,Medium,No
101489,56,Male,Vizag,42347,217971,595,Savings,501788,Closed,20,83405,2016-08-02,10,High,No
101490,20,Male,Bangalore,168750,886942,550,Savings,3289011,Active,49,187177,2023-06-13,10,High,No
101491,53,Male,Vizag,34202,83717,771,Savings,441291,Active,11,22236,2021-06-18,6.25,Low,No
101492,25,Female,Bangalore,114383,436061,669,Current,1625837,Active,46,214370,2017-04-12,10,Medium,No
101493,61,Female,Hyderabad,56592,308677,724,Savings,838026,"No Loan",31,144481,2017-09-08,10,Medium,No
101494,18,Female,Hyderabad,64647,434604,570,Savings,849378,"No Loan",40,189488,2023-09-19,10,High,No
101495,48,Female,Mumbai,202679,1388066,807,Current,3582188,Active,100,61828,2019-08-30,10,Low,No
101496,59,Male,Bangalore,65979,389860,674,Savings,1449287,Closed,33,33441,2016-12-31,10,Medium,No
101497,59,Male,Vizag,22766,91443,750,Savings,114992,Closed,16,15512,2015-04-16,6.64,Low,No
101498,32,Female,Hyderabad,74273,382020,652,Savings,958986,"No Loan",52,64395,2023-07-10,10,Medium,No
101499,56,Male,Vizag,40077,254340,723,Savings,605131,Closed,31,129593,2024-08-21,10,Medium,No
101500,51,Male,Bangalore,91656,652145,830,Savings,1154699,"No Loan",50,171725,2018-12-14,10,Low,No
101501,52,Male,Mumbai,80376,301091,768,Savings,1563400,Closed,30,89476,2023-06-16,10,Low,No
101502,56,Male,Hyderabad,135894,996376,758,Savings,1310367,Active,60,79124,2015-08-21,10,Low,No
101503,49,Female,Mumbai,178270,1190467,716,Savings,4112028,Closed,84,319179,2016-02-24,10,Medium,No
101504,36,Female,Hyderabad,152082,1174470,703,Savings,3275521,Active,100,341790,2018-10-30,10,Medium,No
101505,45,Male,Bangalore,46714,367149,725,Current,397670,Active,53,162356,2021-06-01,10,Medium,No
101506,44,Male,Vizag,91366,492586,754,Savings,1402252,Active,59,193956,2022-02-28,10,Low,No
101507,60,Female,Hyderabad,30826,134630,692,Savings,369015,Closed,23,89004,2024-06-12,8.38,Medium,No
101508,33,Female,Bangalore,170209,689294,775,Savings,3675099,Closed,73,64222,2015-05-05,10,Low,No
101509,28,Male,Mumbai,84494,356240,755,Savings,819353,Active,19,14475,2019-06-19,10,Low,No
101510,39,Female,Hyderabad,52499,254745,714,Savings,1038862,Active,43,138751,2018-10-15,10,Medium,No
101511,63,Male,Chennai,31674,157089,648,Current,745474,Closed,17,61443,2023-08-13,8.95,Medium,No
101512,39,Female,Bangalore,175230,1009142,742,Current,3730378,Active,89,257998,2019-11-23,10,Medium,No
101513,37,Male,Vizag,21132,123202,782,Savings,183176,"No Loan",18,43766,2017-05-04,8.07,Low,No
101514,60,Male,Chennai,94046,230657,727,Savings,2054852,Active,24,99276,2020-07-19,10,Medium,No
101515,68,Male,Chennai,117630,343827,711,Savings,2703999,Closed,21,97640,2017-01-19,10,Medium,No
101516,22,Male,Bangalore,150632,495988,677,Savings,2801282,Closed,28,103512,2021-10-08,10,Medium,No
101517,27,Female,Mumbai,165934,461518,833,Savings,2212498,Active,36,29916,2016-09-10,10,Low,No
101518,35,Female,Bangalore,182405,761891,812,Current,4040440,Closed,35,88218,2022-11-13,10,Low,No
101519,47,Male,Bangalore,187711,564346,818,Savings,2840732,Closed,46,124197,2024-06-26,10,Low,No
101520,62,Female,Bangalore,117664,358205,747,Savings,2192746,Closed,36,112755,2021-06-10,10,Medium,No
101521,36,Male,Mumbai,136939,702666,831,Current,957935,"No Loan",82,199196,2021-06-09,10,Low,No
101522,25,Female,Hyderabad,139619,335999,711,Current,2858020,"No Loan",30,27634,2023-07-16,10,Medium,No
101523,26,Female,Chennai,41721,269926,790,Savings,881477,Closed,23,104345,2024-01-26,10,Low,No
101524,41,Female,Vizag,109729,496868,794,Current,2363584,Active,34,58088,2022-06-14,10,Low,No
101525,35,Female,Vizag,66647,458458,734,Savings,1222166,Closed,28,121483,2019-02-15,10,Medium,No
101526,68,Female,Chennai,62143,373536,652,Current,1320484,"No Loan",37,89646,2018-09-07,10,Medium,No
101527,40,Female,Vizag,114022,385456,725,Current,2511974,Closed,37,115810,2015-12-20,10,Medium,No
101528,66,Male,Vizag,62523,188850,688,Savings,874181,Active,33,70405,2023-10-04,10,Medium,No
101529,46,Male,Chennai,135148,1042882,740,Current,781687,Closed,32,143757,2018-03-02,10,Medium,No
101530,33,Male,Chennai,124319,841400,747,Current,2429224,Closed,46,78338,2020-12-03,10,Medium,No
101531,41,Male,Bangalore,174626,679232,747,Savings,2182969,Active,45,148988,2019-08-28,10,Medium,No
101532,24,Female,Hyderabad,132678,646807,614,Savings,2302329,"No Loan",76,252410,2015-09-07,10,Medium,No
101533,24,Female,Mumbai,64459,507249,534,Savings,582818,"No Loan",53,209233,2016-09-06,10,High,No
101534,52,Male,Hyderabad,37739,196394,681,Savings,633817,"No Loan",11,30551,2023-01-03,10,Medium,No
101535,44,Male,Hyderabad,109606,447177,729,Savings,2282184,Active,58,105895,2019-08-19,10,Medium,No
101536,35,Female,Hyderabad,144604,1061362,848,Current,3260184,Active,34,146383,2022-03-24,10,Low,No
101537,27,Male,Bangalore,175921,496190,699,Current,2959075,Active,16,55795,2024-04-24,10,Medium,No
101538,51,Male,Bangalore,137464,625866,784,Savings,1005831,Active,48,44143,2020-03-26,10,Low,No
101539,53,Male,Bangalore,55120,360635,719,Savings,1145749,Active,48,166862,2024-12-02,10,Medium,No
101540,24,Female,Bangalore,82523,584990,585,Savings,807825,Closed,68,230158,2023-08-07,10,High,No
101541,24,Female,Hyderabad,94372,305830,608,Savings,1549151,"No Loan",22,67702,2020-09-08,10,Medium,No
101542,63,Female,Hyderabad,39176,98221,638,Savings,971632,Closed,12,29602,2018-12-22,6.42,Medium,No
101543,65,Female,Chennai,71994,559446,603,Savings,1584039,Active,52,101250,2020-08-06,10,Medium,No
101544,46,Female,Bangalore,153483,651354,837,Current,2109706,Active,64,242595,2015-12-06,10,Low,No
101545,46,Female,Chennai,76381,393532,770,Savings,518832,Closed,36,157554,2023-07-09,10,Low,No
101546,67,Male,Hyderabad,100185,579834,798,Savings,2203290,Closed,25,97218,2018-06-17,10,Low,No
101547,68,Female,Chennai,118589,488407,573,Savings,1605615,"No Loan",40,35024,2016-07-28,10,High,No
101548,43,Male,Hyderabad,106610,354735,783,Savings,2653095,Active,43,83832,2016-06-06,10,Low,No
101549,53,Female,Chennai,106990,461888,752,Savings,1055897,"No Loan",49,178608,2022-07-11,10,Low,No
101550,38,Male,Chennai,118295,549094,804,Current,2325520,Active,28,77726,2024-03-12,10,Low,No
101551,37,Male,Bangalore,69350,291207,676,Savings,1199872,Closed,28,93888,2021-01-03,10,Medium,No
101552,35,Female,Mumbai,245655,1922472,745,Current,2980118,"No Loan",100,483341,2016-03-30,10,Medium,No
101555,69,Female,Vizag,29329,158365,758,Savings,467675,Closed,27,88611,2021-04-23,9.67,Low,No
101556,21,Female,Chennai,55261,158222,506,Savings,1106936,Active,19,47443,2023-03-30,8.59,High,No
101557,61,Male,Hyderabad,106368,336903,685,Current,2598890,Active,41,117462,2015-12-29,10,Medium,No
101558,49,Female,Mumbai,85162,529511,665,Savings,1555815,Active,54,258682,2021-07-25,10,Medium,No
101559,30,Female,Bangalore,76294,384129,688,Savings,1571971,"No Loan",32,101615,2016-06-09,10,Medium,No
101560,56,Female,Mumbai,188010,599462,767,Savings,3985366,"No Loan",47,182467,2021-02-03,10,Low,No
101561,40,Male,Hyderabad,59968,243052,793,Current,890432,"No Loan",24,38755,2024-03-27,10,Low,No
101562,65,Male,Hyderabad,98972,622552,683,Savings,1208247,Active,45,124134,2020-02-19,10,Medium,No
101563,24,Female,Vizag,79207,370743,645,Savings,1135204,Active,28,18635,2022-10-28,10,Medium,No
101565,55,Male,Bangalore,71076,396085,656,Savings,943162,Closed,39,45266,2022-11-09,10,Medium,No
101566,20,Male,Bangalore,78458,451029,597,Savings,1183379,"No Loan",31,125170,2023-09-21,10,High,No
101567,41,Female,Hyderabad,175942,531340,757,Current,1808919,"No Loan",28,16210,2024-03-27,10,Low,No
101568,38,Male,Mumbai,183166,648442,722,Savings,2526842,Closed,33,132484,2020-05-31,10,Medium,No
101569,54,Female,Hyderabad,123196,537019,777,Savings,2167190,"No Loan",48,129011,2020-04-24,10,Low,No
101570,59,Male,Chennai,136716,869863,583,Current,2686858,Active,85,86356,2024-07-01,10,High,No
101571,63,Female,Chennai,70213,342621,565,Current,548141,Active,28,32304,2018-10-28,10,High,No
101572,34,Male,Mumbai,172737,542271,658,Current,2878212,Active,29,77964,2023-11-23,10,Medium,No
101573,19,Male,Mumbai,50327,167071,625,Savings,1009939,Active,30,105689,2019-09-21,9.67,Medium,No
101574,20,Male,Hyderabad,156489,889795,638,Savings,1291348,Active,89,256929,2016-03-14,10,Medium,No
101575,49,Female,Mumbai,148945,457582,764,Savings,2921511,Active,26,95737,2018-01-26,10,Low,No
101576,36,Male,Mumbai,220112,1232417,756,Savings,2220265,"No Loan",100,480756,2015-01-24,10,Low,No
101577,34,Female,Chennai,121432,593630,841,Savings,946291,Closed,41,201769,2019-09-21,10,Low,No
101578,37,Male,Bangalore,109817,429491,734,Savings,979876,"No Loan",40,110333,2017-02-03,10,Medium,No
101579,65,Male,Hyderabad,38915,243959,762,Savings,209461,"No Loan",30,58962,2016-11-16,10,Low,No
101580,33,Male,Mumbai,168802,359735,830,Savings,2836436,Active,41,181720,2021-03-11,10,Low,No
101581,51,Female,Vizag,71457,337595,658,Savings,483958,Active,16,8334,2024-10-26,10,Medium,No
101582,32,Female,Chennai,155664,876117,807,Savings,3330565,"No Loan",92,121643,2018-12-17,10,Low,No
101583,31,Female,Mumbai,117355,573264,811,Savings,915429,Closed,42,147581,2019-09-10,10,Low,No
101584,67,Male,Bangalore,66968,326175,767,Savings,399163,Active,42,56951,2024-06-28,10,Low,No
101585,51,Male,Vizag,72657,489436,709,Savings,1043612,"No Loan",63,70728,2022-10-19,10,Medium,No
101586,36,Male,Bangalore,148484,759032,745,Current,2472356,Active,65,53007,2016-03-08,10,Medium,No
101587,50,Male,Mumbai,167558,1014836,715,Savings,3297328,"No Loan",57,67990,2020-01-22,10,Medium,No
101588,68,Female,Mumbai,87672,627499,792,Current,1717501,Closed,72,290003,2022-04-13,10,Low,No
101589,36,Female,Vizag,81920,463395,789,Savings,1144057,Active,61,186850,2019-11-21,10,Low,No
101590,52,Female,Hyderabad,36356,232559,767,Savings,656094,Closed,27,46453,2017-12-03,10,Low,No
101591,30,Female,Hyderabad,157718,1110903,717,Savings,1155270,"No Loan",67,231946,2019-06-05,10,Medium,No
101592,35,Female,Hyderabad,31355,201515,712,Savings,421211,Closed,15,58562,2023-07-14,10,Medium,No
101593,27,Male,Mumbai,105516,478983,691,Savings,1812524,"No Loan",54,252355,2015-02-08,10,Medium,No
101594,28,Female,Chennai,81179,432993,686,Savings,680282,Closed,34,95069,2019-08-07,10,Medium,No
101595,35,Male,Hyderabad,100793,497018,687,Current,1663397,Active,33,37835,2018-01-11,10,Medium,No
101596,44,Female,Hyderabad,109258,416752,777,Savings,865816,Active,54,44847,2017-05-25,10,Low,No
101597,35,Female,Bangalore,177575,457923,731,Current,3196982,Active,41,115415,2020-04-23,10,Medium,No
101598,42,Female,Chennai,122916,330990,741,Savings,2064799,"No Loan",27,130230,2020-05-06,10,Medium,No
101599,28,Male,Chennai,58063,424469,701,Current,472365,"No Loan",50,88440,2019-10-19,10,Medium,No
101600,27,Male,Vizag,38405,91330,751,Savings,803890,Closed,25,25112,2021-05-02,6.91,Low,No
101601,23,Male,Vizag,81895,238865,500,Savings,726906,Active,29,123884,2018-02-19,10,High,No
101602,31,Female,Bangalore,134852,534023,715,Savings,3102689,Active,54,207253,2019-02-19,10,Medium,No
101603,38,Female,Vizag,104256,547195,778,Current,1381046,Active,44,89918,2023-10-01,10,Low,No
101604,25,Female,Bangalore,109503,632508,827,Current,2011625,"No Loan",25,123512,2022-06-08,10,Low,No
101605,34,Female,Bangalore,135659,872469,846,Savings,1504171,Active,57,123700,2022-10-31,10,Low,No
101606,26,Male,Hyderabad,37404,257357,659,Savings,610732,"No Loan",37,50251,2016-03-05,10,Medium,No
101607,44,Male,Chennai,68280,316452,798,Savings,1100395,"No Loan",29,58780,2020-09-03,10,Low,No
101608,49,Male,Mumbai,199266,419594,831,Savings,3886225,"No Loan",23,61947,2019-06-02,10,Low,No
101609,24,Female,Bangalore,69493,211986,608,Savings,1196365,Active,37,175580,2016-09-30,10,Medium,No
101610,63,Female,Vizag,64327,352175,786,Savings,687553,Active,29,22903,2019-12-02,10,Low,No
101611,68,Male,Bangalore,199152,935889,798,Current,1911339,"No Loan",77,187728,2022-04-26,10,Low,No
101612,50,Male,Hyderabad,120470,499942,753,Current,2393204,Closed,52,126795,2015-12-02,10,Low,No
101613,39,Male,Chennai,77820,410452,779,Savings,1940559,"No Loan",14,45435,2016-01-28,10,Low,No
101614,41,Male,Chennai,115968,390381,848,Savings,1654298,Active,44,160694,2018-06-15,10,Low,No
101615,39,Female,Vizag,50431,359336,732,Current,952281,"No Loan",39,91046,2015-03-17,10,Medium,No
101616,24,Male,Bangalore,67785,249187,662,Savings,599926,Closed,13,52214,2021-04-04,10,Medium,No
101617,48,Male,Mumbai,54954,163699,809,Savings,853340,"No Loan",24,86981,2015-08-04,9.96,Low,No
101618,32,Male,Vizag,88398,537305,811,Savings,1561729,"No Loan",50,186169,2015-04-30,10,Low,No
101619,28,Female,Bangalore,64698,283772,771,Current,1072123,Closed,13,42173,2022-10-09,10,Low,No
101620,38,Female,Bangalore,86257,591072,724,Savings,629140,Active,66,111329,2016-05-03,10,Medium,No
101621,48,Male,Hyderabad,127366,301509,835,Savings,2559870,Closed,22,94227,2015-05-09,10,Low,No
101622,65,Male,Chennai,88451,688746,709,Savings,1668983,Active,61,274641,2024-01-23,10,Medium,No
101623,66,Male,Mumbai,187162,525651,658,Current,2925220,Active,58,226116,2024-03-04,10,Medium,No
101624,69,Female,Hyderabad,177865,617944,593,Savings,1065876,Closed,28,46993,2023-04-24,10,High,No
101625,45,Male,Bangalore,189298,1106880,752,Savings,2334864,Closed,89,345484,2023-05-06,10,Low,No
101626,67,Female,Bangalore,115927,688870,793,Savings,2291992,Closed,72,265587,2020-04-22,10,Low,No
101627,60,Male,Mumbai,208674,440293,665,Savings,3950642,"No Loan",24,77848,2023-06-11,10,Medium,No
101628,41,Female,Bangalore,46066,290231,785,Savings,1121798,Active,22,59966,2018-01-03,10,Low,No
101629,63,Female,Chennai,88420,189608,778,Savings,1371904,"No Loan",14,36986,2017-08-19,10,Low,No
101630,44,Male,Bangalore,195190,1429103,739,Savings,3234682,Closed,100,169148,2017-06-16,10,Medium,No
101631,60,Female,Hyderabad,156077,1117255,659,Savings,2847617,Closed,80,61997,2021-02-15,10,Medium,No
101632,57,Male,Chennai,65411,142891,738,Current,1076080,Closed,19,73209,2021-08-25,8.75,Medium,No
101633,55,Male,Bangalore,55772,340566,845,Savings,1273861,"No Loan",42,162975,2019-10-15,10,Low,No
101634,65,Male,Mumbai,145856,1147956,793,Current,3263771,"No Loan",100,323365,2016-03-25,10,Low,No
101635,44,Male,Mumbai,107505,397412,783,Savings,859630,Closed,37,146385,2020-04-24,10,Low,No
101636,54,Female,Vizag,39887,110360,850,Savings,624539,Active,23,13175,2019-01-06,7.94,Low,No
101637,57,Male,Chennai,113731,447511,550,Savings,1518901,Active,24,17023,2024-12-10,10,High,No
101638,35,Female,Hyderabad,130613,545850,680,Current,2783665,"No Loan",63,203983,2024-01-15,10,Medium,No
101639,40,Female,Mumbai,215622,1718442,667,Savings,3604735,"No Loan",83,204276,2021-07-03,10,Medium,No
101640,24,Male,Vizag,70539,539976,534,Current,834548,Active,39,28795,2022-02-01,10,High,No
101641,58,Female,Chennai,134082,282339,618,Savings,1830392,Active,25,92812,2021-02-02,10,Medium,No
101643,21,Male,Bangalore,125799,301758,633,Savings,836177,"No Loan",31,68131,2018-04-12,10,Medium,No
101644,55,Male,Vizag,38229,90092,792,Savings,409881,Active,13,16110,2024-12-01,6.63,Low,No
101645,54,Male,Bangalore,175865,589572,753,Savings,2530968,Closed,29,141157,2015-11-10,10,Low,No
101646,53,Female,Mumbai,148025,881240,818,Savings,1689243,Closed,72,290706,2019-11-26,10,Low,No
101647,67,Female,Hyderabad,75213,253119,772,Savings,1299055,Active,25,53907,2023-06-27,10,Low,No
101648,61,Male,Bangalore,119386,725993,606,Savings,2470516,Active,56,214753,2015-05-31,10,Medium,No
101649,50,Female,Bangalore,50300,191048,790,Savings,607228,"No Loan",18,71948,2020-08-11,10,Low,No
101650,50,Female,Mumbai,58610,234920,836,Savings,541105,Active,23,59462,2022-10-09,10,Low,No
101651,67,Female,Hyderabad,30907,141534,639,Savings,406994,Active,19,56400,2018-03-29,8.36,Medium,No
